client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL101730,Individual,Other,Australia,Oceania,1988-01-25,Investment,No,Friend/Family,4.0
CL101731,Individual,Male,United States,North America - West,1996-03-04,Investment,Yes,Friend/Family,5.0
CL101732,Individual,Female,India,South Asia,1972-01-12,Investment,No,Agent Referral,5.0
CL101733,Individual,Male,Canada,North America - East,1988-12-09,Personal use,Yes,Agent Referral,2.0
CL101734,Individual,Male,Singapore,Southeast Asia,1970-04-05,Investment,No,Event,4.0
CL101735,Corporate,Not Specified,India,South Asia,1978-08-26,Investment,No,Agent Referral,
CL101736,Individual,Male,Australia,Oceania,1978-09-02,Investment,No,Property Portal,4.0
CL101737,Individual,Male,United States,North America - East,1979-05-07,Personal use,No,Property Portal,5.0
CL101738,Individual,Male,France,Europe - West,1995-04-12,Personal use,No,Property Portal,5.0
CL101739,Individual,Other,India,South Asia,1980-11-23,Personal use,Yes,Website,3.0
CL101740,Individual,Other,Canada,North America - East,1964-09-26,Personal use,No,Social Media,4.0
CL101741,Individual,Male,Canada,North America - East,1982-11-14,Personal use,Yes,,5.0
CL101742,Individual,Female,United States,North America - West,1976-09-15,Personal use,No,Agent Referral,3.0
CL101743,Individual,Male,Brazil,Latin America,1978-04-07,Personal use,Yes,Agent Referral,4.0
CL101744,Individual,Female,India,South Asia,1982-05-03,Personal use,Yes,Agent Referral,4.0
CL101745,Corporate,Not Specified,United Arab Emirates,Middle East,1981-03-15,Investment,No,Agent Referral,5.0
CL101746,Individual,Female,India,South Asia,1979-09-20,Investment,No,Friend/Family,5.0
CL101747,Corporate,Not Specified,France,Europe - West,1995-12-27,Investment,No,Agent Referral,4.0
CL101748,Individual,Male,Germany,Europe - West,2000-08-11,Personal use,No,Agent Referral,4.0
CL101749,Corporate,Not Specified,Germany,Europe - West,1975-12-26,Investment,Yes,Agent Referral,3.0
CL101750,Individual,Male,United Arab Emirates,Middle East,1988-03-10,Investment,Yes,Friend/Family,5.0
CL101751,Individual,Male,United States,North America - East,1989-11-12,Personal use,Yes,Website,3.0
CL101752,Individual,Male,Australia,Oceania,1970-10-15,Investment,No,Friend/Family,4.0
CL101753,Individual,Male,Singapore,Southeast Asia,1993-11-27,Personal use,Yes,Agent Referral,5.0
CL101754,Individual,Other,United Kingdom,Europe - West,2001-04-17,Personal use,No,Social Media,4.0
CL101755,Corporate,Not Specified,United Arab Emirates,Middle East,1972-05-08,Investment,No,Friend/Family,5.0
CL101756,Individual,Female,United States,North America - West,2001-01-31,Investment,No,Social Media,4.0
CL101757,Individual,Male,Brazil,Latin America,2004-02-04,Personal use,Yes,Friend/Family,4.0
CL101758,Individual,Female,Australia,Oceania,1975-12-22,Investment,No,,4.0
CL101759,Corporate,Not Specified,Australia,Oceania,1994-04-08,Investment,No,Website,3.0
CL101760,Corporate,Not Specified,United Kingdom,Europe - West,1995-04-16,Investment,No,Agent Referral,4.0
CL101761,Individual,Male,United States,North America - West,1990-08-20,Personal use,Yes,Property Portal,4.0
CL101762,Individual,Male,United States,North America - West,2001-07-30,Investment,No,Property Portal,3.0
CL101763,Individual,Female,United States,North America - West,1998-12-05,Personal use,Yes,Social Media,3.0
CL101764,Individual,Female,United States,North America - East,1987-10-07,Investment,No,Agent Referral,3.0
CL101765,Corporate,Not Specified,United States,North America - West,1971-03-02,Personal use,No,Agent Referral,4.0
CL101766,Individual,Male,Brazil,Latin America,1982-06-01,Investment,No,Property Portal,5.0
CL101767,Individual,Male,United States,North America - West,1991-09-11,Personal use,Yes,Friend/Family,4.0
CL101768,Individual,Female,United States,North America - West,1983-09-19,Personal use,No,Agent Referral,2.0
CL101769,Individual,Female,Singapore,Southeast Asia,1984-01-30,Investment,Yes,Website,4.0
CL101770,Corporate,Not Specified,United Arab Emirates,Middle East,1970-02-15,Personal use,No,Property Portal,4.0
CL101771,Individual,Male,India,South Asia,1980-06-23,Investment,No,Social Media,4.0
CL101772,Individual,Male,United Arab Emirates,Middle East,1989-07-26,Investment,No,Event,4.0
CL101773,Individual,Female,Australia,Oceania,1983-09-09,Personal use,Yes,Agent Referral,3.0
CL101774,Corporate,Not Specified,United Arab Emirates,Middle East,1966-02-01,Investment,No,Agent Referral,4.0
CL101775,Individual,Male,France,Europe - West,2004-02-20,Investment,No,Agent Referral,4.0
CL101776,Corporate,Not Specified,India,South Asia,1975-06-07,Investment,No,Social Media,4.0
CL101777,Individual,Female,Germany,Europe - West,1984-01-10,Investment,No,Agent Referral,3.0
CL101778,Individual,Male,United Kingdom,Europe - West,1978-12-01,Personal use,Yes,Website,3.0
CL101779,Individual,Male,Germany,Europe - West,2000-03-25,Personal use,Yes,Agent Referral,4.0
CL101780,Individual,Female,United States,North America - West,1989-06-29,Investment,Yes,Agent Referral,5.0
CL101781,Individual,Male,India,South Asia,1998-09-28,Investment,No,Property Portal,4.0
CL101782,Individual,Female,Canada,North America - East,1976-12-19,Personal use,No,Agent Referral,4.0
CL101783,Individual,Female,United States,North America - West,2001-03-03,Personal use,Yes,Social Media,3.0
CL101784,Individual,Male,Canada,North America - East,1996-05-27,Investment,Yes,Friend/Family,3.0
CL101785,Individual,Female,Singapore,Southeast Asia,1980-10-02,Personal use,No,Website,5.0
CL101786,Individual,Male,United Kingdom,Europe - West,1991-12-09,Investment,No,Social Media,3.0
CL101787,Individual,Male,India,South Asia,1995-10-28,Investment,No,Property Portal,5.0
CL101788,Individual,Female,Singapore,Southeast Asia,1976-04-13,Personal use,No,Social Media,4.0
CL101789,Corporate,Not Specified,United States,North America - West,1987-06-28,Personal use,No,Social Media,5.0
CL101790,Corporate,Not Specified,India,South Asia,1965-02-24,Investment,No,Property Portal,5.0
CL101791,Individual,Female,United Kingdom,Europe - West,1975-11-23,Personal use,Yes,Event,4.0
CL101792,Individual,Female,United States,North America - West,1988-03-02,Personal use,Yes,,2.0
CL101793,Individual,Female,India,South Asia,1988-09-28,Personal use,No,Agent Referral,5.0
CL101794,Individual,Female,Australia,Oceania,1993-07-22,Personal use,Yes,Social Media,4.0
CL101795,Corporate,Not Specified,United Kingdom,Europe - West,1967-09-03,Investment,Yes,Social Media,3.0
CL101796,Individual,Male,United Arab Emirates,Middle East,1991-05-05,Personal use,No,Agent Referral,5.0
CL101797,Individual,Female,United Kingdom,Europe - West,1990-04-21,Investment,No,Agent Referral,4.0
CL101798,Individual,Male,United Arab Emirates,Middle East,1979-03-24,Investment,No,Property Portal,3.0
CL101799,Individual,Female,United Arab Emirates,Middle East,1972-01-04,Investment,No,Agent Referral,5.0
CL101800,Corporate,Not Specified,United Arab Emirates,Middle East,1971-08-27,Investment,No,Property Portal,4.0
CL101801,Individual,Male,United Arab Emirates,Middle East,1965-10-29,Investment,No,Event,3.0
CL101802,Individual,Male,United States,North America - West,1993-06-27,Personal use,No,Agent Referral,3.0
CL101803,Individual,Male,India,South Asia,2004-03-22,Personal use,Yes,Website,3.0
CL101804,Corporate,Not Specified,India,South Asia,1984-07-19,Investment,No,Event,3.0
CL101805,Individual,Female,India,South Asia,1994-05-25,Investment,No,Website,4.0
CL101806,Corporate,Not Specified,United States,North America - East,1987-12-04,Investment,No,Property Portal,3.0
CL101807,Corporate,Not Specified,Germany,Europe - West,1988-09-16,Investment,No,Website,2.0
CL101808,Individual,Male,Germany,Europe - West,1995-04-08,Investment,No,Agent Referral,4.0
CL101809,Corporate,Not Specified,United States,North America - East,1984-03-04,Investment,No,Agent Referral,
CL101810,Individual,Male,Canada,North America - East,1990-03-08,Personal use,No,Agent Referral,4.0
CL101811,Individual,Male,Germany,Europe - West,1990-05-17,Personal use,Yes,Property Portal,5.0
CL101812,Individual,Female,India,South Asia,1985-05-19,Personal use,Yes,Website,4.0
CL101813,Individual,Female,Canada,North America - East,1971-11-10,Investment,Yes,Website,5.0
CL101814,Individual,Female,Singapore,Southeast Asia,1978-07-10,Personal use,No,Friend/Family,4.0
CL101815,Individual,Female,France,Europe - West,2003-04-07,Personal use,Yes,Event,4.0
CL101816,Individual,Other,India,South Asia,1979-05-26,Personal use,Yes,Agent Referral,3.0
CL101817,Individual,Female,Germany,Europe - West,1983-12-29,Personal use,Yes,Property Portal,4.0
CL101818,Individual,Male,France,Europe - West,1986-12-13,Investment,No,Website,3.0
CL101819,Individual,Male,United Arab Emirates,Middle East,1985-11-28,Personal use,Yes,Property Portal,3.0
CL101820,Individual,Male,Australia,Oceania,1983-09-03,Personal use,No,Friend/Family,4.0
CL101821,Corporate,Not Specified,France,Europe - West,1963-09-04,Investment,No,Property Portal,3.0
CL101822,Corporate,Not Specified,France,Europe - West,1995-05-17,Investment,No,Friend/Family,4.0
CL101823,Individual,Male,United Arab Emirates,Middle East,1972-04-29,Investment,No,Event,4.0
CL101824,Individual,Male,India,South Asia,1993-09-08,Personal use,Yes,Agent Referral,4.0
CL101825,Individual,Male,United States,North America - East,1996-11-08,Investment,Yes,Friend/Family,3.0
CL101826,Individual,Female,France,Europe - West,1985-11-10,Personal use,Yes,Friend/Family,4.0
CL101827,Individual,Female,France,Europe - West,1998-04-29,Personal use,No,Agent Referral,5.0
CL101828,Individual,Other,Australia,Oceania,2003-12-23,Investment,Yes,Property Portal,5.0
CL101829,Individual,Male,France,Europe - West,1989-03-10,Investment,Yes,Property Portal,5.0
CL101830,Individual,Male,Germany,Europe - West,1970-02-10,Investment,No,Property Portal,4.0
CL101831,Individual,Female,Brazil,Latin America,1985-11-19,Investment,Yes,Agent Referral,4.0
CL101832,Individual,Female,Germany,Europe - West,1984-08-31,Personal use,Yes,,4.0
CL101833,Corporate,Not Specified,United States,North America - East,1985-07-11,Investment,No,Agent Referral,4.0
CL101834,Individual,Female,United States,North America - East,1981-05-01,Personal use,No,Event,3.0
CL101835,Individual,Male,United States,North America - East,1983-11-12,Personal use,Yes,Website,4.0
CL101836,Individual,Female,United States,North America - East,1993-02-27,Investment,Yes,Social Media,3.0
CL101837,Individual,Female,Germany,Europe - West,1984-05-12,Personal use,Yes,Website,2.0
CL101838,Individual,Female,India,South Asia,1984-09-23,Investment,Yes,Friend/Family,3.0
CL101839,Individual,Female,India,South Asia,1997-02-26,Personal use,No,Agent Referral,4.0
CL101840,Individual,Male,United States,North America - West,1982-06-28,Investment,No,Property Portal,4.0
CL101841,Individual,Male,United Arab Emirates,Middle East,1972-06-09,Investment,Yes,Property Portal,4.0
CL101842,Individual,Female,United States,North America - East,1987-10-05,Personal use,No,Agent Referral,5.0
CL101843,Individual,Male,Australia,Oceania,1995-03-23,Personal use,No,Property Portal,3.0
CL101844,Individual,Male,United States,North America - West,1987-08-14,Investment,Yes,Friend/Family,3.0
CL101845,Individual,Male,United Arab Emirates,Middle East,1976-09-18,Investment,Yes,Agent Referral,3.0
CL101846,Corporate,Not Specified,United Kingdom,Europe - West,1992-05-13,Investment,No,Agent Referral,5.0
CL101847,Individual,Male,United Arab Emirates,Middle East,1979-09-12,Personal use,Yes,,3.0
CL101848,Individual,Male,Germany,Europe - West,1993-04-28,Personal use,No,Website,4.0
CL101849,Corporate,Not Specified,India,South Asia,1988-05-04,Investment,Yes,Social Media,4.0
CL101850,Individual,Female,Canada,North America - East,1991-11-15,Investment,No,Social Media,5.0
CL101851,Individual,Female,Australia,Oceania,1992-06-01,Personal use,Yes,Agent Referral,5.0
CL101852,Individual,Female,France,Europe - West,1969-06-29,Personal use,Yes,Event,2.0
CL101853,Individual,Male,India,South Asia,2001-02-17,Investment,No,Website,4.0
CL101854,Individual,Female,Singapore,Southeast Asia,1980-02-14,Investment,No,Property Portal,4.0
CL101855,Corporate,Not Specified,Brazil,Latin America,1979-09-22,Investment,Yes,Property Portal,4.0
CL101856,Corporate,Not Specified,Canada,North America - East,1988-09-02,Investment,No,Friend/Family,4.0
CL101857,Individual,Female,United Kingdom,Europe - West,2000-07-30,Investment,No,Social Media,5.0
CL101858,Individual,Male,Canada,North America - East,1999-12-21,Personal use,Yes,Website,4.0
CL101859,Individual,Male,Canada,North America - East,1994-07-17,Personal use,Yes,Property Portal,4.0
CL101860,Individual,Male,United Arab Emirates,Middle East,1983-10-07,Investment,Yes,Friend/Family,4.0
CL101861,Individual,Male,Brazil,Latin America,1983-04-27,Investment,Yes,Property Portal,5.0
CL101862,Individual,Other,Brazil,Latin America,1998-10-25,Investment,No,Agent Referral,4.0
CL101863,Individual,Male,France,Europe - West,1995-07-03,Investment,Yes,Social Media,2.0
CL101864,Individual,Female,United Arab Emirates,Middle East,1994-04-30,Personal use,Yes,Agent Referral,4.0
CL101865,Individual,Male,Singapore,Southeast Asia,1987-08-14,Personal use,Yes,Friend/Family,4.0
CL101866,Individual,Male,Australia,Oceania,1963-12-05,Investment,Yes,Friend/Family,5.0
CL101867,Individual,Male,United States,North America - East,1996-02-25,Personal use,Yes,Website,3.0
CL101868,Corporate,Not Specified,France,Europe - West,1986-09-06,Investment,No,Website,4.0
CL101869,Individual,Female,Singapore,Southeast Asia,1998-01-02,Personal use,No,,3.0
CL101870,Individual,Female,United Kingdom,Europe - West,1978-11-16,Personal use,No,Website,5.0
CL101871,Individual,Male,Germany,Europe - West,1986-01-26,Investment,No,Agent Referral,4.0
CL101872,Individual,Other,Brazil,Latin America,1994-12-10,Personal use,Yes,Website,3.0
CL101873,Corporate,Not Specified,Brazil,Latin America,1992-06-23,Investment,No,Agent Referral,5.0
CL101874,Corporate,Not Specified,Australia,Oceania,1991-04-28,Investment,No,Friend/Family,5.0
CL101875,Individual,Male,India,South Asia,1981-11-27,Personal use,Yes,Property Portal,3.0
CL101876,Individual,Male,Canada,North America - East,1956-03-03,Investment,Yes,Agent Referral,4.0
CL101877,Individual,Female,United Kingdom,Europe - West,1979-02-24,Investment,Yes,Website,5.0
CL101878,Individual,Female,France,Europe - West,1986-12-28,Personal use,Yes,Friend/Family,5.0
CL101879,Individual,Male,United Arab Emirates,Middle East,1993-02-19,Investment,Yes,Agent Referral,5.0
CL101880,Individual,Female,France,Europe - West,2000-08-14,Personal use,No,Agent Referral,3.0
CL101881,Individual,Male,United Arab Emirates,Middle East,1977-07-20,Investment,No,Social Media,5.0
CL101882,Individual,Female,Germany,Europe - West,1977-12-25,Investment,Yes,Event,3.0
CL101883,Individual,Male,India,South Asia,1991-07-06,Investment,No,Agent Referral,5.0
CL101884,Individual,Female,United Kingdom,Europe - West,1972-02-07,Investment,No,Event,3.0
CL101885,Individual,Male,United Kingdom,Europe - West,1985-04-13,Personal use,Yes,Agent Referral,4.0
CL101886,Individual,Male,United States,North America - East,1977-02-21,Personal use,No,Website,3.0
CL101887,Individual,Female,United States,North America - West,1982-07-10,Personal use,Yes,Website,3.0
CL101888,Individual,Male,Singapore,Southeast Asia,1987-06-12,Personal use,Yes,Property Portal,4.0
CL101889,Individual,Female,Germany,Europe - West,1996-01-23,Investment,Yes,Social Media,3.0
CL101890,Individual,Female,Canada,North America - East,1987-08-02,Personal use,Yes,Social Media,5.0
CL101891,Corporate,Not Specified,India,South Asia,1989-06-12,Investment,No,Event,3.0
CL101892,Corporate,Not Specified,United Arab Emirates,Middle East,1984-10-04,Investment,No,Social Media,3.0
CL101893,Individual,Female,United States,North America - West,1981-08-10,Personal use,Yes,Website,4.0
CL101894,Individual,Female,United Kingdom,Europe - West,1997-03-04,Investment,Yes,Friend/Family,5.0
CL101895,Individual,Female,United States,North America - West,1977-08-11,Investment,No,Agent Referral,4.0
CL101896,Individual,Male,United Arab Emirates,Middle East,1982-01-19,Personal use,Yes,Social Media,3.0
CL101897,Individual,Female,Canada,North America - East,1999-08-15,Personal use,No,Property Portal,3.0
